,,,,,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
109,IMY,Isle of Man,AG.LND.ARBL.ZS,Arable land (% of land area),43.8597,43.8597,43.3333,42.4561,42.8070,40.7018,40.5263,40,39.6491,38.2456,37.1930,36.3158,35.6140,34.9123,34.2105,33.5088,32.8070,32.1053,31.4035,30.7018,30,29.2983,28.5965,27.8947,27.1930,26.4912,25.7895,25.0877,24.3860,23.6842,22.9825,22.2807,21.5790,20.8772,20.1754,19.4737,18.7719,18.0702,17.3684,16.6667,15.9649,15.2632,14.5614,13.8597,13.1579,12.2807,12.2807
110,ISR,Israel,AG.LND.ARBL.ZS,Arable land (% of land area),14.6950,14.2791,14.7874,14.8799,14.4177,14.8799,14.9261,14.8799,14.8336,15.0185,15.0647,15.0185,15.4344,15.6654,15.5268,15.0185,15.0185,15.0185,15.0185,15.0185,15.0185,15.0185,14.5564,15.1571,15.1109,15.6192,15.6654,15.6654,15.6192,15.8503,16.0351,16.0351,16.0351,16.1275,15.9427,15.5268,15.5268,15.4806,15.3882,15.6192,15.8041,16.1275,15.6192,14.4640,14.3715,14.0943,14.1867
111,ITA,Italy,AG.LND.ARBL.ZS,Arable land (% of land area),43.7319,43.5041,43.0927,42.8343,42.5827,42.3107,42.1237,41.9775,41.5525,40.7467,32.3382,31.9370,31.5800,31.6854,31.7228,31.8384,31.8214,32.1342,32.2192,32.2430,32.1852,32.1580,31.0360,30.9306,30.7708,30.8932,30.8218,30.4580,30.5770,30.6416,30.2608,29.7508,29.0708,28.3193,28.1629,28.3295,28.0609,28.3193,29.0538,28.8294,28.3533,28.1765,27.0585,27.1265,26.4500,25.0765,24.3796
112,JAM,Jamaica,AG.LND.ARBL.ZS,Arable land (% of land area),15.3278,15.3278,15.3278,15.3278,13.8504,13.8504,14.3121,14.3121,14.3121,13.3887,13.3887,13.3887,13.3887,13.3887,13.3887,13.3887,13.3887,13.3887,12.4654,12.4654,12.4654,11.5420,10.6187,10.6187,10.6187,10.6187,10.6187,10.6187,11.0803,10.9880,11.6344,12.5577,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665,16.0665
113,JPN,Japan,AG.LND.ARBL.ZS,Arable land (% of land area),15.4350,15.3259,15.1895,15.0805,14.9386,14.8705,14.6632,14.5078,14.0769,14.1696,13.9760,13.7943,13.6798,13.5788,13.4925,13.4270,13.4034,13.3679,13.3242,13.3060,13.2669,13.2496,13.2250,13.2602,13.2474,13.2163,13.2035,13.1816,13.1432,13.0773,13.0006,12.9292,12.8497,12.7811,12.6989,12.6255,12.5350,12.4417,12.3539,12.2744,12.1920,12.1235,12.0631,12.0137,11.9616,11.9150,11.8683
114,JOR,Jordan,AG.LND.ARBL.ZS,Arable land (% of land area),3.05984,3.08250,3.09384,3.11650,3.12783,3.15050,3.16183,3.18450,3.19583,3.21850,3.22983,3.25249,3.26383,3.28649,3.29782,3.32049,3.33182,3.35449,3.36582,3.38849,3.29329,3.35562,3.44515,2.40367,3.13690,3.13690,3.43382,3.49048,3.31822,2.03083,1.69311,2.94311,2.59520,2.39121,2.85585,2.03989,2.11922,2.15322,2.15322,2.15322,2.17588,2.20988,2.00589,2.36854,2.09656,2.15322,1.58998
115,KAZ,Kazakhstan,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9848,12.9792,12.8470,11.7576,10.7419,9.81591,8.96581,8.11720,7.97681,8.19832,8.39464,8.35278,8.37649,8.37649,8.40834,8.40834
116,KEN,Kenya,AG.LND.ARBL.ZS,Arable land (% of land area),6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.14963,6.67674,6.67674,6.67674,6.67674,6.67674,6.67674,6.67674,6.67674,6.67674,6.54496,8.03669,8.07007,8.17901,8.57785,9.26486,8.76761,8.95562,9.29824,8.89061,9.57937,9.55477,8.20712,8.45838,8.21942,8.95386,8.59367,9.01009,8.94508,9.04171,9.23850,9.24904,9.32987,9.13659
117,KIR,Kiribati,AG.LND.ARBL.ZS,Arable land (% of land area),2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914,2.46914
118,PRK,Korea Dem. Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,17.8557,18.2709,18.2709,18.2709,18.2709,18.2709,18.2709,18.2709,18.9768,18.9768,18.9768,18.9768,18.9768,18.9768,18.9768,18.9768,18.9768,18.9768,19.0017,19.1014,19.1014,19.1014,19.9319,19.9319,19.9319,20.7624,21.1776,21.5929,21.5929,21.5929,22.4234,22.4234,22.8386,23.2539,23.2539,23.2539
119,KOR,Korea Rep.,AG.LND.ARBL.ZS,Arable land (% of land area),20.5915,20.2370,20.3586,21.1790,21.9082,22.1513,22.2425,22.0197,21.8373,21.8070,21.6145,21.3107,21.2195,21.0169,20.8751,20.8650,20.9359,21.0574,20.9561,20.8650,20.7738,20.7536,20.5814,20.4295,20.3484,20.2978,20.3282,20.2269,20.0344,19.7812,19.5179,19.2242,18.9912,18.6873,18.0594,17.6745,17.4415,17.2997,17.2086,17.4010,17.4592,17.2952,17.1384,17.0729,16.9644,16.7114,16.4775
120,KSV,Kosovo,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5558
121,KWT,Kuwait,AG.LND.ARBL.ZS,Arable land (% of land area),0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.0561167,0.112233,0.112233,0.112233,0.168350,0.168350,0.224467,0.224467,0.224467,0.224467,0.224467,0.224467,0.224467,0.280584,0.280584,0.280584,0.336700,0.336700,0.336700,0.392817,0.561167,0.729517,0.841751,0.841751,0.841751,0.841751,0.841751,0.841751
122,KGZ,Kyrgyz Republic,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88217,7.04901,6.80396,6.55892,7.07508,7.08029,7.09072,7.13243,7.06986,7.00730,7.01251,7.00730,6.95516,6.69447,6.69291,6.67362
123,LAO,Lao PDR,AG.LND.ARBL.ZS,Arable land (% of land area),2.77296,2.77296,2.77296,2.77296,2.77296,2.81629,2.81629,2.85095,2.85962,2.88128,2.90295,3.03293,3.11958,3.20624,3.24957,3.29289,3.33622,3.35789,3.37955,3.37955,3.37955,3.40121,3.40121,3.42288,3.43154,3.43588,3.43588,3.44454,3.44454,3.46187,3.46187,3.46187,3.46187,3.56153,3.58752,3.57019,3.70017,3.73484,3.79116,3.79983,3.81283,4.11612,4.24610,4.33276,4.33276,4.98267,5.06932
124,LVA,Latvia,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2039,27.1878,27.5584,16.1483,17.0830,17.3892,17.0669,15.9065,15.6326,15.3797,15.6205,15.3636,16.1984,17.5309,19.3605,19.0843
125,LBN,Lebanon,AG.LND.ARBL.ZS,Arable land (% of land area),16.8133,17.5953,17.5953,18.5728,20.1369,20.1369,21.1144,22.0919,22.4829,22.9717,23.4604,23.4604,23.4604,23.1672,22.8739,22.5806,22.2874,21.8964,21.5054,20.5279,20.5279,20.3324,20.3324,20.3324,19.9414,19.5503,18.3773,18.1818,17.9863,17.8886,17.6931,17.5953,17.5953,17.5953,17.5953,17.8886,18.0841,18.2796,12.6100,12.6100,11.7302,12.7077,13.2942,13.3236,13.8514,14.2718,14.0958
126,LSO,Lesotho,AG.LND.ARBL.ZS,Arable land (% of land area),11.7957,11.6310,11.6310,11.6969,11.6969,11.8616,11.8616,12.0264,12.0264,12.1252,11.8616,11.6969,11.6969,11.6969,12.2570,11.6969,9.48929,9.52224,10.0494,9.62109,9.81878,9.48929,9.32455,9.78583,10.0165,9.45634,10.7414,11.1697,9.91763,10.4448,10.5107,10.9390,10.8732,10.7084,10.5437,10.6096,10.7084,10.7084,10.7084,10.8732,10.8732,9.88468,9.88468,10.2142,10.8732,9.88468,9.88468
127,LBR,Liberia,AG.LND.ARBL.ZS,Arable land (% of land area),3.92442,3.90366,3.90366,3.87251,3.87251,3.84136,3.84136,3.82060,3.82060,3.79983,3.79983,3.79983,3.79983,3.79983,3.79983,3.79983,3.85174,3.85174,3.85174,3.85174,3.85174,3.89327,3.94518,3.94518,3.94518,4.04900,4.04900,4.15282,4.15282,3.63372,3.63372,3.63372,3.63372,3.63372,3.63372,3.63372,3.84136,3.94518,3.94518,3.94518,3.94518,3.94518,3.94518,3.94518,3.94518,3.99709,3.99709
128,LBY,Libya,AG.LND.ARBL.ZS,Arable land (% of land area),0.966162,0.971845,0.971845,0.974687,0.974687,0.977528,0.977528,0.980370,0.980370,0.980370,0.983212,0.983212,0.986053,0.986053,0.988895,0.988895,0.991737,0.994578,0.994578,0.996283,0.999125,1.00310,1.00879,1.01163,1.01561,1.02015,1.02300,1.02300,1.02584,1.02584,1.02868,1.03152,1.03152,1.03720,1.06278,1.15257,1.15257,1.03152,1.03152,1.03152,1.03152,1.03152,1.03152,0.994578,0.994578,0.994578,0.994578
129,LIE,Liechtenstein,AG.LND.ARBL.ZS,Arable land (% of land area),25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
130,LTU,Lithuania,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0274,45.1181,41.3210,45.7243,45.7243,45.9158,46.1072,47.1123,45.9158,26.0211,26.1487,24.3299,25.7818,30.4084,29.9617,29.2757
131,LUX,Luxembourg,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9382,23.9382,23.9382,23.9382,23.9382,23.1660,23.1660,23.5521
132,MAC,Macao SAR China,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,MKD,Macedonia FYR,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8301,23.9481,23.9481,23.8301,23.9481,23.5942,23.0830,23.1223,21.8246,22.3358,19.6225,18.5214,18.1282,17.6170,17.8136,16.9485
134,MDG,Madagascar,AG.LND.ARBL.ZS,Arable land (% of land area),3.31018,3.33597,3.36176,3.38756,3.41335,3.43914,3.46494,3.49073,3.52512,3.54232,3.55951,3.59391,3.61110,3.65237,3.94814,3.93610,4.20092,4.29893,4.33332,4.36771,4.40211,4.41930,4.47089,4.50528,4.55687,4.59126,4.60845,4.64285,4.66004,4.67724,4.72882,4.78041,4.98676,4.98676,4.98676,4.98676,4.98676,4.98676,4.98676,4.98676,5.07274,5.07274,5.07274,5.07274,5.07274,5.07274,5.07274
135,MWI,Malawi,AG.LND.ARBL.ZS,Arable land (% of land area),13.8180,14.8810,15.4124,15.9439,18.0697,18.6012,18.0697,19.1327,19.6641,19.1327,20.7270,21.2585,21.7900,21.7900,21.2585,21.2585,21.2585,21.7900,21.7900,20.1956,21.2585,22.3214,21.2585,21.7900,21.7900,22.8529,22.8529,22.8529,23.3844,23.9158,24.9787,24.4473,24.4473,22.3214,24.4473,25.5102,26.0417,27.6361,28.6990,29.2304,30.2934,30.2934,30.2934,31.8878,31.8878,31.8878,31.8878
136,MYS,Malaysia,AG.LND.ARBL.ZS,Arable land (% of land area),2.52625,2.55669,2.58713,2.61756,2.64800,2.67844,2.70887,2.73931,2.76975,2.80018,2.83062,2.86106,2.89149,2.92193,2.94628,2.98280,3.01324,3.01324,3.02846,3.04368,3.10455,3.28717,3.46979,3.65241,3.89591,4.13940,4.32202,4.56552,4.86988,5.17425,5.47862,5.63080,5.81038,5.54558,5.53949,5.53949,5.53949,5.53949,5.53949,5.53949,5.47862,5.47862,5.47862,5.47862,5.47862,5.47862,5.47862
137,MDV,Maldives,AG.LND.ARBL.ZS,Arable land (% of land area),6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,6.66667,10,10,10,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333,13.3333
138,MLI,Mali,AG.LND.ARBL.ZS,Arable land (% of land area),1.34241,1.34651,1.35061,1.35471,1.35881,1.36208,1.36700,1.36700,1.36700,1.40798,1.40798,1.40798,1.40798,1.44896,1.48993,1.65302,1.65138,1.65138,1.64728,1.64728,1.64974,1.64974,1.64974,1.64974,1.66613,1.66859,1.66859,1.68253,1.68253,1.68253,1.69072,1.77268,2.50781,2.58976,2.73646,3.74532,3.74122,3.74122,3.74122,3.76089,3.78220,3.85186,4.05675,3.52404,3.81088,3.85186,3.97479
139,MLT,Malta,AG.LND.ARBL.ZS,Arable land (% of land area),53.1250,50,46.8750,43.7500,40.6250,40.6250,40.6250,40.6250,40.6250,40.6250,40.6250,40.6250,40.6250,40.6250,37.5000,37.5000,40.6250,40.6250,40.6250,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,37.5000,31.2500,31.2500,28.1250,25,25,25,28.1250,28.1250,31.2500,28.1250,25.6250,25,25
140,MHL,Marshall Islands,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55556,5.55556,5.55556,5.55556,5.55556,5.55556,5.55556,5.55556,5.55556,11.1111,11.1111,11.1111,11.1111
141,MRT,Mauritania,AG.LND.ARBL.ZS,Arable land (% of land area),0.259047,0.259047,0.259047,0.258077,0.257107,0.258077,0.259047,0.260018,0.269720,0.269720,0.231881,0.231881,0.219269,0.190162,0.186281,0.189192,0.190162,0.186281,0.189192,0.203745,0.223149,0.242554,0.261958,0.271660,0.291064,0.310469,0.329873,0.349277,0.368682,0.388086,0.397788,0.407490,0.418162,0.456001,0.483167,0.473465,0.473465,0.473465,0.473465,0.473465,0.436597,0.388086,0.388086,0.388086,0.473465,0.465703,0.436597
142,MUS,Mauritius,AG.LND.ARBL.ZS,Arable land (% of land area),44.3350,44.8276,44.8276,44.8276,45.3202,43.8424,46.3054,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,48.7685,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,49.2611,46.7980,46.7980,45.8128,45.8128,45.3202,44.3350
143,MYT,Mayotte,AG.LND.ARBL.ZS,Arable land (% of land area),10.6952,10.6952,10.6952,10.6952,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,13.3690,16.0428,16.0428,16.0428,16.0428,16.0428,16.0428,16.0428,16.0428,16.0428,18.7166,18.7166,18.7166,18.7166,18.7166,18.7166,18.7166,18.7166,18.7166,18.7166
144,MEX,Mexico,AG.LND.ARBL.ZS,Arable land (% of land area),11.5332,11.4921,11.4509,11.4098,11.3686,11.3275,11.2812,11.2400,11.1989,11.1567,11.2246,11.2914,11.3583,11.4201,11.4921,11.5641,11.6258,11.6978,11.7647,11.8316,11.8573,11.9026,11.9026,11.9026,11.9859,12.0888,12.1917,12.2946,12.3974,12.5003,12.5775,12.6547,12.7575,12.8090,12.9119,12.8604,12.8604,12.9119,12.9119,12.9119,12.9119,12.9119,12.9119,12.9119,12.8604,12.6032,12.6032
145,FSM,Micronesia Fed. Sts.,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143,3.57143
146,MDA,Moldova,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8141,52.9287,53.4001,53.8415,54.2666,54.2831,54.6339,55.0760,55.5657,56.2348,56.3260,56.0694,56.1131,55.9441,55.7312,55.3360
147,MCO,Monaco,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,MNG,Mongolia,AG.LND.ARBL.ZS,Arable land (% of land area),0.401658,0.466026,0.469245,0.547131,0.558073,0.569659,0.527176,0.500142,0.480187,0.478900,0.498854,0.499498,0.507866,0.515590,0.532326,0.611499,0.708051,0.742810,0.746672,0.760833,0.780144,0.805247,0.845156,0.859317,0.871547,0.841294,0.859317,0.878627,0.884420,0.881846,0.880558,0.876696,0.870259,0.850305,0.850305,0.850305,0.771776,0.739592,0.765983,0.755684,0.642396,0.579958,0.552280,0.545843,0.544556,0.526533,0.547774
149,MNE,Montenegro,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9368,12.9368
150,MAR,Morocco,AG.LND.ARBL.ZS,Arable land (% of land area),14.7645,14.7645,14.8990,15.0110,15.2350,15.4591,15.4591,15.6831,15.6831,15.8534,17.8855,15.9766,16.1214,16.1327,16.3410,16.3903,16.6928,17.1589,16.8138,16.8721,17.2306,17.4031,17.5286,17.5532,17.6518,17.8288,18.2971,18.3150,18.9491,19.5093,19.5317,20.0179,20.1636,20.4437,19.9888,20.3809,20.1210,20.2398,19.7580,19.6437,19.0186,18.8259,20.2890,18.3957,18.1985,18.0686,18.0708
151,MOZ,Mozambique,AG.LND.ARBL.ZS,Arable land (% of land area),3.10791,3.11554,3.12190,3.12826,3.14098,3.14606,3.17913,3.30629,3.43346,3.54155,3.54155,3.56062,3.62420,3.62420,3.64964,3.64964,3.64964,3.64964,3.64964,3.64964,3.71322,3.81495,3.81495,3.94212,4.00570,4.06928,4.19645,4.26003,4.32361,4.38719,4.45078,4.47621,4.47621,4.53979,4.64152,4.76869,4.95944,5.08660,5.02302,4.95944,5.08660,5.65884,5.72243,5.84959,5.72243,5.84959,5.65884
152,MMR,Myanmar,AG.LND.ARBL.ZS,Arable land (% of land area),15.1483,15.1636,15.1789,15.1942,15.1942,15.2095,15.2095,15.2095,15.2248,15.2554,15.2554,15.2554,14.5133,14.5270,14.5439,14.5638,14.6127,14.6250,14.6387,14.6479,14.6969,14.7198,14.7091,14.6755,14.6785,14.6831,14.6495,14.6158,14.5944,14.6387,14.6188,14.5882,14.6571,14.5882,14.5974,14.6020,14.6265,14.6219,14.8269,15.1620,15.2860,15.0901,15.0733,15.1694,15.3958,15.8171,16.1847
153,NAM,Namibia,AG.LND.ARBL.ZS,Arable land (% of land area),0.778584,0.778584,0.778584,0.783442,0.783442,0.783442,0.787086,0.787086,0.787086,0.789515,0.791945,0.791945,0.791945,0.791945,0.791945,0.794374,0.794374,0.795588,0.795588,0.795588,0.795588,0.795588,0.801662,0.801662,0.801662,0.801662,0.801662,0.801662,0.801662,0.801662,0.801662,0.801662,0.847818,0.907335,0.991145,0.991145,0.991145,0.991145,0.991145,0.991145,0.991145,0.991145,0.989931,0.989931,0.989931,0.989931,0.971711
154,NPL,Nepal,AG.LND.ARBL.ZS,Arable land (% of land area),12.6294,12.6294,12.6993,12.6294,12.6294,12.6294,12.7203,12.7203,12.7203,13.6573,13.6573,14.3706,15.1399,15.2448,15.3497,15.4546,15.5594,15.6643,15.7692,15.8741,15.9930,15.9930,15.9930,15.9930,15.9930,15.9930,15.9930,15.9930,15.9930,15.9930,16.2518,16.2518,16.2518,16.2518,16.2518,16.2518,16.2518,16.2518,16.2518,16.4214,16.4423,16.4423,16.4423,16.4423,16.4423,16.4423,16.4423
155,NLD,Netherlands,AG.LND.ARBL.ZS,Arable land (% of land area),29.3839,28.6137,28.1102,27.7547,27.4882,26.5699,25.8590,25.5924,25.0296,24.4076,22.8081,22.6600,22.5415,22.5711,22.4822,22.7784,22.9562,23.1043,23.2524,23.4005,23.3412,23.4005,23.7263,24.2002,24.4668,25,25.5036,25.7405,25.9479,26.0367,26.0960,26.2737,26.2737,26.2145,26.1256,26.5107,26.6884,26.8365,27.0735,26.9550,26.8069,27.1327,26.8365,26.9254,26.8957,31.6943,31.3685
156,ANT,Netherlands Antilles,AG.LND.ARBL.ZS,Arable land (% of land area),7.50000,7.50000,7.50000,7.50000,8.75000,8.75000,8.75000,8.75000,8.75000,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
157,NCL,New Caledonia,AG.LND.ARBL.ZS,Arable land (% of land area),0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.382932,0.547046,0.547046,0.492341,0.492341,0.492341,0.492341,0.492341,0.492341,0.492341,0.437637,0.382932,0.382932,0.382932,0.382932,0.382932,0.328228,0.328228,0.273523,0.273523,0.328228,0.328228,0.328228,0.437637,0.492341
158,NZL,New Zealand,AG.LND.ARBL.ZS,Arable land (% of land area),11.2062,11.1688,11.1501,11.1315,11.1315,11.1128,11.1128,11.0941,11.0941,11.0754,11.0567,11.0231,10.8774,10.7915,10.5301,10.3134,10.2200,10.0930,9.93986,9.77177,9.56259,9.51403,9.65597,9.57006,9.42064,9.65597,9.77177,9.40944,9.46547,9.88010,8.80057,7.75093,7.20929,6.37630,5.89817,5.81973,5.80852,5.80852,5.80852,5.60308,5.60308,3.23484,3.16014,3.48885,3.67562,3.41788,3.23484
159,NIC,Nicaragua,AG.LND.ARBL.ZS,Arable land (% of land area),8.58405,8.58405,8.58405,8.58405,8.58405,8.66739,8.66739,8.66739,8.66739,8.66739,8.66739,8.66739,8.75073,8.83407,8.83407,8.83407,8.83407,8.87574,8.90908,8.91741,9.58413,9.58413,9.58413,10.0008,10.1675,10.1675,10.4175,10.6676,10.8342,10.8342,10.8342,11.0009,11.2509,11.2509,13.7512,13.7512,14.5846,15.0013,15.4180,15.9763,16.0430,16.6681,17.0848,16.2930,17.0848,16.4180,16.2514
160,NER,Niger,AG.LND.ARBL.ZS,Arable land (% of land area),9.07792,9.07792,9.07792,9.07792,9.07713,9.07713,9.07713,9.61159,9.61001,8.83950,8.86240,8.82056,8.53399,7.71769,7.71769,7.71611,7.71611,7.71611,7.85664,8.06189,7.71453,7.77769,7.89611,7.71453,7.71296,7.71296,7.50138,7.49112,7.57401,8.71240,9.54606,10.2526,10.2518,10.2511,11.0405,11.0405,11.0405,11.0405,11.0405,11.0405,11.0405,11.0405,11.1194,10.8826,11.3050,11.3050,11.6208
161,NGA,Nigeria,AG.LND.ARBL.ZS,Arable land (% of land area),28.9865,29.0963,29.2061,29.3159,29.4257,29.4806,29.5629,29.5629,29.9746,30.1064,30.1064,30.1064,30.1064,30.1064,30.1942,30.2931,30.4468,30.4468,30.5017,30.5785,30.5785,30.7575,30.9354,31.1143,31.2922,31.6490,31.7830,32.0355,32.2288,32.4330,32.7196,32.8535,32.9875,33.1203,33.3465,31.5118,30.9628,32.9392,32.9392,32.9392,32.9392,35.1351,35.1351,36.2331,38.4290,39.5270,40.0760
162,MNP,Northern Mariana Islands,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391
163,NOR,Norway,AG.LND.ARBL.ZS,Arable land (% of land area),2.81320,2.80663,2.80005,2.79348,2.78691,2.78033,2.77048,2.76390,2.71132,2.66860,2.64230,2.60615,2.58972,2.59958,2.59629,2.60615,2.62258,2.64230,2.72118,2.67845,2.71132,2.75404,2.78033,2.80005,2.80663,2.84278,2.84278,2.85921,2.88550,2.82634,2.91508,2.88550,2.90851,2.94466,3.24372,3.27002,2.94794,2.95123,2.89865,2.88879,2.89536,2.88550,2.86250,2.85592,2.83292,2.81977,2.80663
164,OMN,Oman,AG.LND.ARBL.ZS,Arable land (% of land area),0.0646204,0.0646204,0.0646204,0.0646204,0.0646204,0.0646204,0.0646204,0.0710824,0.0710824,0.0710824,0.0710824,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0743134,0.0872375,0.0872375,0.0936995,0.103393,0.106624,0.106624,0.113086,0.113086,0.113086,0.113086,0.109855,0.109855,0.113086,0.113086,0.116317,0.116317,0.119548,0.122779,0.122779,0.122779,0.119548,0.200323,0.200323,0.193861,0.193861
165,PAK,Pakistan,AG.LND.ARBL.ZS,Arable land (% of land area),21.7038,22.0890,22.2473,24.1166,24.7873,25.3438,24.7782,24.7445,24.7445,24.8638,24.7950,24.5745,24.8949,25.0947,25.4190,25.3061,25.7329,25.5721,25.8704,25.9366,25.9392,26.0235,25.9068,25.8665,26.2064,26.2674,26.5917,27.7514,26.6838,26.5722,26.5930,26.7227,27.0600,27.1897,27.2208,27.3583,27.6969,27.6697,27.5451,27.6204,27.8746,28.0277,27.9914,27.6243,27.5854,27.5685,27.8902
166,PLW,Palau,AG.LND.ARBL.ZS,Arable land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391,2.17391
167,PAN,Panama,AG.LND.ARBL.ZS,Arable land (% of land area),5.89185,5.89185,5.89185,5.89185,5.89185,5.89185,5.83804,5.83804,5.81114,5.81114,5.81114,5.81114,5.81114,5.82459,5.82459,5.82459,5.83804,5.83804,5.83804,5.85149,5.91875,6.05327,6.12053,6.18779,6.25504,6.32230,6.38956,6.45682,6.59134,6.71240,6.71240,6.72585,6.72585,6.72585,6.72585,6.72585,6.86037,6.99489,7.12941,7.37154,7.37154,7.37154,7.37154,7.37154,7.37154,7.37154,7.37154
